"comparison_type","comparison","gene_id","scenarios_detected","n_scenarios","directions","min_padj","max_abs_lfc"
"Infection within diet","Diet 50: infected vs control","LOC126298063","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.09307784280876e-08,2.18669929018837
"Infection within diet","Diet 50: infected vs control","LOC126267409","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.22676567380012e-08,1.19019309357329
"Infection within diet","Diet 50: infected vs control","LOC126284038","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.22676567380012e-08,1.61364380980224
"Infection within diet","Diet 50: infected vs control","LOC126365778","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.27898729813561e-08,6.78274307137241
"Infection within diet","Diet 50: infected vs control","LOC126354226","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.2905269679259e-08,1.68704310267371
"Infection within diet","Diet 50: infected vs control","LOC126293557","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.71953431680257e-08,2.0889893480915
"Infection within diet","Diet 50: infected vs control","LOC126335237","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.81257122039909e-08,6.8742604230032
"Infection within diet","Diet 50: infected vs control","LOC126298804","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.86907708020992e-08,1.98182080402046
"Infection within diet","Diet 50: infected vs control","LOC126282030","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.52060210374095e-08,2.03809038338288
"Infection within diet","Diet 50: infected vs control","LOC126272082","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.54435515740493e-08,2.69401513295995
"Infection within diet","Diet 50: infected vs control","LOC126267216","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.55032468292658e-08,4.87128936224799
"Infection within diet","Diet 50: infected vs control","LOC126284942","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.67501524107945e-08,3.20337889327221
"Infection within diet","Diet 50: infected vs control","LOC126293577","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.74485460571589e-08,2.63656260089701
"Infection within diet","Diet 50: infected vs control","LOC126284752","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",4.85750195071685e-08,3.30665259681083
"Infection within diet","Diet 50: infected vs control","LOC126346021","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.97177529598833e-08,1.70823265929496
"Infection within diet","Diet 50: infected vs control","LOC126354656","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.159557636965e-08,7.05702921202027
"Infection within diet","Diet 50: infected vs control","LOC126299541","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",5.34758561299635e-08,1.34621178995779
"Infection within diet","Diet 50: infected vs control","LOC126294948","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.47304683372713e-08,3.21434663184985
"Infection within diet","Diet 50: infected vs control","LOC126282207","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.71231625681377e-08,1.72840831769002
"Infection within diet","Diet 50: infected vs control","LOC126282072","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.27101401378326e-08,4.08064430330197
"Infection within diet","Diet 50: infected vs control","LOC126353855","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.55234019801235e-08,1.64551509184154
"Infection within diet","Diet 50: infected vs control","LOC126279611","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.63283811374783e-08,5.91980709469278
"Infection within diet","Diet 50: infected vs control","LOC126273306","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.90107435057094e-08,1.86917518694301
"Infection within diet","Diet 50: infected vs control","LOC126298001","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.94195429456726e-08,1.96845378935516
"Infection within diet","Diet 50: infected vs control","LOC126267400","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",8.69302095596776e-08,1.3957741197621
"Infection within diet","Diet 50: infected vs control","LOC126281302","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",9.13820730145023e-08,5.17533427916819
"Infection within diet","Diet 50: infected vs control","LOC126341885","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",9.65883640629933e-08,1.88130136187191
"Infection within diet","Diet 50: infected vs control","LOC126335470","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.77445564314654e-08,1.74010278860361
"Infection within diet","Diet 50: infected vs control","LOC126285239","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.87992484310358e-08,2.21234903186364
"Infection within diet","Diet 50: infected vs control","LOC126283383","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.19664029465329e-07,1.2062341368324
"Infection within diet","Diet 50: infected vs control","LOC126341434","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.24678823445396e-07,1.98677710696563
"Infection within diet","Diet 50: infected vs control","LOC126324969","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.26428214835425e-07,2.90590542310766
"Infection within diet","Diet 50: infected vs control","LOC126284350","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.29045918708261e-07,2.92358887617668
"Infection within diet","Diet 50: infected vs control","LOC126344570","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.37262839341582e-07,1.2580911427508
"Infection within diet","Diet 50: infected vs control","LOC126357744","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.56925866024784e-07,2.30318002640916
"Infection within diet","Diet 50: infected vs control","LOC126343303","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.6207051828035e-07,3.80724143356915
"Infection within diet","Diet 50: infected vs control","LOC126354265","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.65013737241772e-07,1.1577146797528
"Infection within diet","Diet 50: infected vs control","LOC126336801","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.72908730703525e-07,2.58789353960742
"Infection within diet","Diet 50: infected vs control","LOC126298648","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.7585522740919e-07,1.96991766044969
"Infection within diet","Diet 50: infected vs control","LOC126273060","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.79803237309393e-07,4.45697803652473
"Infection within diet","Diet 50: infected vs control","LOC126295335","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.03237765925625e-07,1.4760173151672
"Infection within diet","Diet 50: infected vs control","LOC126267422","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.12018119487555e-07,3.47121748848399
"Infection within diet","Diet 50: infected vs control","LOC126267000","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.12062975022911e-07,1.72477341740541
"Infection within diet","Diet 50: infected vs control","LOC126278442","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.20666908991789e-07,2.26293602178963
"Infection within diet","Diet 50: infected vs control","LOC126297991","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.36969060323331e-07,2.14951860904627
"Infection within diet","Diet 50: infected vs control","LOC126267652","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.67925398420987e-07,2.90971920106126
"Infection within diet","Diet 50: infected vs control","LOC126277228","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.84393476710542e-07,1.38189092922999
"Infection within diet","Diet 50: infected vs control","LOC126335241","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.84393476710542e-07,5.93494348248801
"Infection within diet","Diet 50: infected vs control","LOC126346606","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.01714366020654e-07,1.93917119647605
"Infection within diet","Diet 50: infected vs control","LOC126281978","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.04267196352253e-07,2.9616293029137
"Infection within diet","Diet 50: infected vs control","LOC126354460","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.22494366147841e-07,1.41612459131963
"Infection within diet","Diet 50: infected vs control","LOC126292045","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.57233344630426e-07,2.8556629350682
"Infection within diet","Diet 50: infected vs control","LOC126284338","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.76525792128495e-07,6.96119807717937
"Infection within diet","Diet 50: infected vs control","LOC126298477","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",4.25691769865246e-07,1.80498310673839
"Infection within diet","Diet 50: infected vs control","LOC126278225","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.42806600513003e-07,2.78483575122958
"Infection within diet","Diet 50: infected vs control","LOC126334513","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.61463934576259e-07,2.30115132425453
"Infection within diet","Diet 50: infected vs control","LOC126335083","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.09647138976656e-07,2.53056085770791
"Infection within diet","Diet 50: infected vs control","LOC126272513","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.18668934317096e-07,2.10040902836808
"Infection within diet","Diet 50: infected vs control","LOC126284880","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.2944038233927e-07,1.45188014639384
"Infection within diet","Diet 50: infected vs control","LOC126273192","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.49493691550058e-07,2.45720793177665
