taxid	scientific_name	rank	lineage
1295534	Kwoniella dendrophila CBS 6074	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella dendrophila;Kwoniella dendrophila CBS 6074
1295594	Reclinomonas americana ATCC 50283	strain	root;cellular organisms;Eukaryota;Discoba;Jakobea;Jakobida;Histionina;Histionidae;Reclinomonas;Reclinomonas americana;Reclinomonas americana ATCC 50283
1296121	Kwoniella dejecticola CBS 10117	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella dejecticola;Kwoniella dejecticola CBS 10117
1299270	Wallemia ichthyophaga EXF-994	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Wallemiomycotina;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;Wallemia ichthyophaga;Wallemia ichthyophaga EXF-994
1300253	Alteromonas mediterranea 615	strain	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas/Salinimonas group;Alteromonas;Alteromonas mediterranea;Alteromonas mediterranea 615
1300254	Alteromonas mediterranea MED64	strain	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas/Salinimonas group;Alteromonas;Alteromonas mediterranea;Alteromonas mediterranea MED64
1300255	Alteromonas mediterranea U4	strain	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas/Salinimonas group;Alteromonas;Alteromonas mediterranea;Alteromonas mediterranea U4
1300256	Alteromonas mediterranea U7	strain	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas/Salinimonas group;Alteromonas;Alteromonas mediterranea;Alteromonas mediterranea U7
1300257	Alteromonas mediterranea U8	strain	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas/Salinimonas group;Alteromonas;Alteromonas mediterranea;Alteromonas mediterranea U8
1314678	Umbelopsis ramanniana AG	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis ramanniana;Umbelopsis ramanniana AG
1314785	Laetiporus sulphureus 93-53	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Laetiporaceae;Laetiporus;Laetiporus sulphureus;Laetiporus sulphureus 93-53
1314786	Dissoconium aciculare CBS 342.82	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Dissoconiaceae;Dissoconium;Dissoconium aciculare;Dissoconium aciculare CBS 342.82
1328300	Fusarium keratoplasticum	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium solani species complex;Fusarium keratoplasticum
1328758	Lentinus tigrinus ALCF2SS1-7	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Polyporaceae;Lentinus;Lentinus tigrinus;Lentinus tigrinus ALCF2SS1-7
1340429	Rhizopus microsporus ATCC 52813	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus microsporus;Rhizopus microsporus ATCC 52813
1353136	Synechococcus sp. CBW1004	species	root;cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus;Synechococcus sp. CBW1004
1365824	Kalmanozyma brasiliensis GHG001	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Ustilaginales incertae sedis;Kalmanozyma;Kalmanozyma brasiliensis;Kalmanozyma brasiliensis GHG001
1378263	Ogataea philodendri	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Pichiales;Pichiaceae;Ogataea;Ogataea philodendri
1385664	Hymenobacter sp. DG25B	species	root;cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;unclassified Hymenobacter;Hymenobacter sp. DG25B
1392243	Eremomyces bilateralis CBS 781.70	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes incertae sedis;Eremomycetales;Eremomycetaceae;Eremomyces;Eremomyces bilateralis;Eremomyces bilateralis CBS 781.70
1392248	Aspergillus campestris IBT 28561	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus campestris;Aspergillus campestris IBT 28561
1392255	Aspergillus novofumigatus IBT 16806	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Fumigati;Aspergillus novofumigatus;Aspergillus novofumigatus IBT 16806
1392423	uncultured Methanoregulaceae archaeon	species	root;cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;environmental samples;uncultured Methanoregulaceae archaeon
1396493	Fimicolochytrium jonesii	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;chytridiomyceta;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Fimicolochytrium;Fimicolochytrium jonesii
1397361	Sporothrix schenckii 1099-18	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix schenckii;Sporothrix schenckii 1099-18
1398154	Sporothrix brasiliensis 5110	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix brasiliensis;Sporothrix brasiliensis 5110
1408163	Rasamsonia emersonii CBS 393.64	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Rasamsonia;Rasamsonia emersonii;Rasamsonia emersonii CBS 393.64
1408657	Pneumocystis jirovecii RU7	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystomycetes;Pneumocystales;Pneumocystaceae;Pneumocystis;Pneumocystis jirovecii;Pneumocystis jirovecii RU7
1408658	Pneumocystis carinii B80	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystomycetes;Pneumocystales;Pneumocystaceae;Pneumocystis;Pneumocystis carinii;Pneumocystis carinii B80
1410327	Acytostelium subglobosum LB1	strain	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Acytostelium;Acytostelium subglobosum;Acytostelium subglobosum LB1
1411621	Hymenobacter sedentarius	species	root;cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sedentarius
1415580	Microcaecilia unicolor	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Gymnophiona;Siphonopidae;Microcaecilia;Microcaecilia unicolor
1419723	Fodinicurvata halophila	species	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodovibrionaceae;Fodinicurvata;Fodinicurvata halophila
1443217	Glandiceps talaboti	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Hemichordata;Enteropneusta;Spengelidae;Glandiceps;Glandiceps talaboti
1448310	Aspergillus neoniger CBS 115656	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus neoniger;Aspergillus neoniger CBS 115656
1448311	Aspergillus vadensis CBS 113365	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus vadensis;Aspergillus vadensis CBS 113365
1448313	Aspergillus piperis CBS 112811	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus piperis;Aspergillus piperis CBS 112811
1448314	Aspergillus eucalypticola CBS 122712	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus eucalypticola;Aspergillus eucalypticola CBS 122712
1448316	Aspergillus ibericus CBS 121593	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus ibericus;Aspergillus ibericus CBS 121593
1448321	Aspergillus heteromorphus CBS 117.55	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus heteromorphus;Aspergillus heteromorphus CBS 117.55
1450533	Aspergillus niger CBS 101883	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus niger;Aspergillus niger CBS 101883
1450535	Aspergillus sclerotioniger CBS 115572	strain	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus sclerotioniger;Aspergillus sclerotioniger CBS 115572
1458189	Cydia fagiglandana	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Apoditrysia;Tortricoidea;Tortricidae;Olethreutinae;Grapholitini;Cydia;Cydia fagiglandana
1460663	Paraphaeosphaeria sporulosa	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Massarineae;Didymosphaeriaceae;Paraphaeosphaeria;Paraphaeosphaeria sporulosa
1461544	Chloropicon roscoffensis	species	root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon roscoffensis
1486046	Drosophila subpulchrella	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Sophophora;melanogaster group;suzukii subgroup;Drosophila subpulchrella
1492673	Primulina huaijiensis	species	root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Gesneriaceae;Didymocarpoideae;Trichosporeae;Didymocarpinae;Primulina;Primulina huaijiensis
1496333	Anopheles maculipalpis	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Anophelinae;Anopheles;Cellia;Neocellia;Anopheles maculipalpis
1501231	Prunus mongolica	species	root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Amygdaloideae;Amygdaleae;Prunus;Prunus mongolica
1518534	Anopheles coluzzii	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Anophelinae;Anopheles;Cellia;Pyretophorus;gambiae species complex;Anopheles coluzzii
1521116	Anopheles marshallii	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Anophelinae;Anopheles;Cellia;Myzomyia;Anopheles marshallii
1529436	Anneissia japonica	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Comatulidae;Comatulinae;Anneissia;Anneissia japonica
1546026	Lipomyces chichibuensis	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Lipomycetes;Lipomycetales;Lipomycetaceae;Lipomyces;Lipomyces chichibuensis
1547439	Coenobita brevimanus	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Communostraca;Malacostraca;Eumalacostraca;Stomatocarida;Decapoda;Pleocyemata;Anomura;Paguroidea;Coenobitidae;Coenobita;Coenobita brevimanus
1562532	Mesorhizobium jarvisii ATCC 33669	strain	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium jarvisii;Mesorhizobium jarvisii ATCC 33669
1569628	Jaminaea rosea	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Microstromatales;Microstromatales incertae sedis;Jaminaea;Jaminaea rosea
1577496	Aspergillus citrinoterreus	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus citrinoterreus
1608454	Sinocyclocheilus anshuiensis	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Cyprinidae;Cyprininae;Sinocyclocheilus;Sinocyclocheilus anshuiensis
1608957	Euzebya pacifica	species	root;cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Euzebyales;Euzebyaceae;Euzebya;Euzebya pacifica
1620392	Spongiibacter sp. IMCC21906	species	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Spongiibacter;unclassified Spongiibacter;Spongiibacter sp. IMCC21906
1651941	Kwoniella newhampshirensis	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella newhampshirensis
1658444	Neoarthrinium moseri	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Xylariomycetidae;Amphisphaeriales;Apiosporaceae;Neoarthrinium;Neoarthrinium moseri
1671311	Colletotrichum abscissum	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum acutatum species complex;Colletotrichum abscissum
1676925	Paramormyrops kingsleyae	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Osteoglossocephala;Osteoglossomorpha;Osteoglossiformes;Mormyridae;Paramormyrops;Paramormyrops kingsleyae
1682393	Microdochium trichocladiopsis	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Xylariomycetidae;Xylariales;Microdochiaceae;Microdochium;Microdochium trichocladiopsis
1705399	Hymenobacter monticola	species	root;cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter monticola
1709329	Paratrimastix eleionoma	species	root;cellular organisms;Eukaryota;Metamonada;Preaxostyla;Paratrimastigidae;Paratrimastix;Paratrimastix eleionoma
1735272	Gigantopelta aegis	species	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Neomphalina;Neomphalida;Neomphaloidea;Peltospiridae;Gigantopelta;Gigantopelta aegis
1772216	uncultured Pseudohongiella sp.	species	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella;environmental samples;uncultured Pseudohongiella sp.
1788519	Scheffersomyces coipomensis	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Serinales;Debaryomycetaceae;Scheffersomyces;Scheffersomyces coipomensis
1789672	Skermanella mucosa	species	root;cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella mucosa
1804986	Amycolatopsis albispora	species	root;cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis albispora
1806994	Synchytrium microbalum	species	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;chytridiomyceta;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Synchytriales;Synchytriaceae;Synchytrium;Synchytrium microbalum
