"gene_id","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj"
"LOC126285273",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.96229411593502,2.21691940477587e-30
"LOC126285281",1,"Fat body vs Thorax","Higher in Thorax",2.03005269577523,0.00583703877873621
"LOC126285287",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.39098925602667,4.47989635434581e-15
"LOC126285290",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.94575903817431,1.24040601691802e-09
"LOC126285293",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.18576481815172,3.98141590214087e-11
"LOC126285294",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.55512224308598,0.00278190027521863
"LOC126285295",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.873934603646,2.20568450872602e-16
"LOC126285297",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.25907335655538,1.44763146373282e-13
"LOC126285300",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.22346163875475,0.000906233826607496
"LOC126285309",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",1.84645319089564,5.53024041098019e-06
"LOC126285311",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.53958362143949,2.83546403325715e-09
"LOC126285315",1,"Fat body vs Head","Higher in Head",1.43662172522253,4.36719461300122e-06
"LOC126285316",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.42990486169013,6.02977227447856e-20
"LOC126285324",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.86946819457071,5.37703810083103e-34
"LOC126285325",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.89752242716479,0.000300716115449604
"LOC126285328",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.4567980477907,0.00702338358489809
"LOC126285344",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.0679756390211,3.61137703945696e-14
"LOC126285345",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.29252397180487,2.77132831237036e-17
"LOC126285349",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.74776299084224,8.42414005224872e-09
"LOC126285360",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.73889227506889,1.31721184046222e-20
"LOC126285367",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.09710371874706,0.000510688943994369
"LOC126285368",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.17621719764771,1.80100317399361e-16
"LOC126285370",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.81139525077637,0.00180669456099068
"LOC126285375",1,"Fat body vs Head","Higher in Fat body",1.10526287296265,9.7231799624414e-11
"LOC126285377",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.78759770227836,1.84826949896927e-60
"LOC126285378",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.41745215241139,1.54862473257913e-14
"LOC126285380",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.87240448504881,2.39580162680067e-119
"LOC126285385",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.74597635493865,7.35128500372189e-54
"LOC126285391",1,"Fat body vs Thorax","Higher in Thorax",1.04259478523494,8.05000486765383e-10
"LOC126285392",2,"Fat body vs Head; Head vs Thorax","Higher in Head",7.43841624639986,2.28986413173362e-19
"LOC126285393",2,"Fat body vs Head; Head vs Thorax","Higher in Head",6.31949658281922,8.93732872025607e-07
"LOC126285394",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.83195497140795,4.89788426056299e-07
"LOC126285395",2,"Fat body vs Head; Head vs Thorax","Higher in Head",5.20357791464548,1.17936597883751e-05
"LOC126285398",1,"Head vs Thorax","Higher in Head",2.09733387850699,0.0178055920137672
"LOC126285400",1,"Head vs Thorax","Higher in Head",6.47058694316844,0.000344166638442059
"LOC126285404",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.63686648604696,6.77763323426219e-29
"LOC126285405",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.28475435746694,9.54362470219478e-40
"LOC126285407",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.97395797335437,1.22345835380432e-34
"LOC126285408",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.55925043230638,3.92593325909369e-46
"LOC126285410",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.05375538653872,1.43782890494038e-06
"LOC126285416",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.5691585611871,2.04138817652984e-16
"LOC126285424",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.63747239105454,4.03142669373165e-43
"LOC126285431",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.94434742697202,4.70860935402683e-09
"LOC126285435",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",4.33751871533681,4.26412834708771e-68
"LOC126285438",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.08009102467005,2.10651542948737e-59
"LOC126285444",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.42225702914698,1.29307474985536e-16
"LOC126285445",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.27763926549113,2.50154757272513e-22
"LOC126285446",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",4.66434658145572,2.34022044757292e-41
"LOC126285457",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.05961434585491,3.50309202145476e-30
"LOC126285459",1,"Head vs Thorax","Higher in Head",2.18823585950995,0.000550618817153216
"LOC126285463",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",7.15396924579224,4.04532587446698e-09
"LOC126285464",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.32994587123786,5.90649389760721e-20
"LOC126286331",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.34848219233781,0.00901892186564318
"LOC126287659",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.20036712725327,0.0211179669298806
"LOC126287991",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.95816491162485,3.25948461228712e-05
"LOC126288323",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.40167561580936,2.15860691124562e-13
"LOC126288489",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.20303499350612,1.47748989013461e-13
"LOC126288932",1,"Fat body vs Head","Higher in Head",1.24425557723373,0.000693224345462461
"LOC126289264",1,"Head vs Thorax","Higher in Thorax",1.84951968028602,0.00222801876655227
"LOC126290759",1,"Head vs Thorax","Higher in Head",1.20952092728551,2.06664758151818e-05
"LOC126291422",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",5.46360195036234,1.25429991530081e-15
"LOC126291424",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.1508015500745,0.00205500293652212
"LOC126291425",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.69767720089278,1.45924187972028e-14
"LOC126291426",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.24504126585488,2.17282258878354e-11
"LOC126291444",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.53602199083672,2.4971308531243e-28
"LOC126291445",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.06800611486871,9.00893359148297e-42
"LOC126291446",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.63794671326671,1.38647563203438e-14
"LOC126291452",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.17943403670952,0.000264580759798976
"LOC126291459",1,"Fat body vs Thorax","Higher in Thorax",2.74841199040099,0.0380831692646532
"LOC126291467",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.20580184611368,3.12385797615288e-23
"LOC126291470",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.79776049411813,7.24316290841068e-15
"LOC126291476",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.93109871793272,9.86198735032326e-27
"LOC126291485",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.90795833082251,0.000219310005487493
"LOC126291489",1,"Fat body vs Thorax","Higher in Fat body",1.43067679607227,0.0266115220973356
"LOC126291496",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.23476552536154,1.87475398881131e-13
"LOC126291499",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.02352884121024,3.82098760423875e-08
"LOC126291503",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",6.54368100014971,5.10614076601848e-05
"LOC126291504",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.68262023764103,0.0316151853426189
"LOC126291505",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.62475915555618,0.0263975593811168
"LOC126291511",1,"Fat body vs Head","Higher in Head",1.44156219051112,0.0242441238472393
"LOC126291514",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",9.29047433510517,8.50978094145016e-28
"LOC126291516",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.74635705107577,3.50864179576242e-12
"LOC126291521",1,"Head vs Thorax","Higher in Head",1.0933254009764,0.0282550797057645
"LOC126291522",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.61537029851758,0.018919434219493
"LOC126291536",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.13540139523945,5.67833820069815e-10
"LOC126291537",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.58062226703763,1.18115232506423e-12
"LOC126291539",1,"Head vs Thorax","Higher in Head",1.53571516786425,0.00076141191154032
"LOC126291541",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.24436496146284,2.16762716820882e-17
"LOC126291554",1,"Head vs Thorax","Higher in Head",1.13116768459787,0.000175832645563175
"LOC126291558",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.67298176119413,2.29622300391554e-14
"LOC126291560",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.79833144485001,0.0114462251509784
"LOC126291572",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.50979369572855,6.52707365542136e-26
"LOC126291580",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.08539535924711,0.00181964708850479
"LOC126291582",1,"Head vs Thorax","Higher in Head",1.22683805587502,7.40667488233057e-32
"LOC126291591",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",4.20037896542734,2.2935946757235e-39
"LOC126291600",1,"Fat body vs Head","Higher in Head",1.09968076039191,0.023882102122779
"LOC126291602",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",1.25025070113775,1.91231845620826e-21
"LOC126291603",2,"Fat body vs Head; Head vs Thorax","Higher in Head",5.45296212440875,5.56574396482679e-11
"LOC126291604",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.03919000450258,4.20069077647622e-09
"LOC126291606",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.91882455240302,3.22517517275687e-57
"LOC126291609",1,"Fat body vs Thorax","Higher in Fat body",1.27032856142224,2.48212355867262e-07
"LOC126291613",1,"Head vs Thorax","Higher in Head",3.43895068939047,0.0175202594931888
"LOC126291614",2,"Fat body vs Head; Head vs Thorax","Higher in Head",7.84734671849737,6.31613402395794e-07
"LOC126291615",2,"Fat body vs Head; Head vs Thorax","Higher in Head",9.2631334412337,2.67161766604845e-13
"LOC126291616",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",9.81269304271991,4.96600559238396e-09
"LOC126291618",1,"Fat body vs Thorax","Higher in Fat body",1.03290987004917,2.60341433211496e-18
"LOC126291620",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.77214217246051,6.5517522125055e-45
"LOC126291632",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.9781169912046,5.9507230540998e-05
"LOC126291635",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.05681969471532,3.02423612153616e-20
"LOC126291637",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.82913489224024,3.75493468996649e-26
"LOC126291645",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.14714467555085,0.00022455057398035
"LOC126291658",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.08473163405194,1.47256810731556e-22
"LOC126291671",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.76972832776639,4.13577775482948e-91
"LOC126291681",1,"Fat body vs Head","Higher in Fat body",1.10195996302839,1.53893026598309e-11
"LOC126291686",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.85248722286154,9.90941422996737e-62
"LOC126291693",1,"Fat body vs Thorax","Higher in Fat body",1.26170483727793,9.62896042142904e-09
"LOC126291694",1,"Fat body vs Thorax","Higher in Fat body",1.16518194568949,2.88974554863135e-09
"LOC126291699",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",1.91306436742426,3.68001721057234e-160
"LOC126291709",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.91839329766326,1.05933150635519e-07
"LOC126291715",1,"Fat body vs Thorax","Higher in Fat body",1.05481838403141,1.71862685178364e-16
"LOC126291716",2,"Fat body vs Head; Head vs Thorax","Higher in Head",7.00742280923877,4.37702392420729e-37
"LOC126291720",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.90969977549319,3.6477806116856e-10
"LOC126291729",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.62183692280993,4.04853848286914e-34
"LOC126291731",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.7462919546972,3.27398809295858e-13
"LOC126291735",1,"Fat body vs Head","Higher in Head",1.2855868150127,0.000333463240256398
"LOC126291737",1,"Head vs Thorax","Higher in Head",1.17758061411437,4.65952882416604e-06
"LOC126291741",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.14249793635742,0.000195397919135561
"LOC126291743",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.97985941153583,2.92437860118155e-20
"LOC126291748",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.63924078632968,3.95094868397501e-11
"LOC126291749",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.02815511709088,1.68650428590294e-32
"LOC126291750",1,"Fat body vs Head","Higher in Head",1.53647139097932,9.85055518701334e-06
"LOC126291751",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.06191807673891,1.32527682666556e-12
"LOC126291753",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",8.94288080822474,1.15681168248721e-15
"LOC126291756",2,"Fat body vs Head; Head vs Thorax","Higher in Head",8.57583109453892,3.36321240139711e-09
"LOC126291757",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.0494206205993,1.74928974885086e-17
"LOC126291766",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.56266025059546,0.00187326723068568
"LOC126291768",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",1.63212990339528,3.38582758885596e-15
"LOC126291778",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.89255745661638,0.00464066012604816
"LOC126291779",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.02763241322168,6.83148639439203e-13
"LOC126291782",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.510187386634,0.00405731831194991
"LOC126291783",1,"Fat body vs Head","Higher in Head",1.58556548482029,4.27641968175084e-05
"LOC126291787",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",4.52981295579426,1.82999413777375e-26
"LOC126291788",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.46546809727114,3.37833357320883e-43
"LOC126291799",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.72743215434887,0.00676188691845132
"LOC126291800",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.47869529943427,2.28546795568636e-26
"LOC126291803",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.10021614866792,1.47472570597802e-07
"LOC126291805",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.3100866003168,2.22990847249355e-18
"LOC126291807",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.58983656017326,0.000146313571335561
"LOC126291810",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",1.29847931106418,4.01092662311865e-17
"LOC126291811",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",1.77384298961771,2.33774675804009e-09
"LOC126291812",1,"Fat body vs Head","Higher in Fat body",1.30701931604084,0.0231505417583997
"LOC126291813",1,"Fat body vs Thorax","Higher in Thorax",3.5649551260579,0.0427981433859279
"LOC126291814",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",3.20364290694926,1.33081200728725e-09
"LOC126291818",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.99523918750667,3.95071968841686e-49
"LOC126291827",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.48220457240785,0.000273231493242646
