"DEG_family","gene_id","Description","gene_biotype","eggNOG_Description","eggNOG_name","GOs","KEGG_ko","KEGG_Pathway","PFAMs","annotation_text","base_physiology_theme","phase_related","phase_reference_source","physiology_theme"
"Infection within diets","LOC126292145","ankyrin-3-like","protein_coding","meprin and TRAF homology","","GO:0000151,GO:0000209,GO:0001654,GO:0001736,GO:0001738,GO:0001745,GO:0001932,GO:0001934,GO:0002009,GO:0003002,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006515,GO:0006807,GO:0006950,GO:0007163,GO:0007164,GO:0007275,GO:0007350,GO:0007365,GO:0007367,GO:0007389,GO:0007423,GO:0008150,GO:0008152,GO:0008589,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009880,GO:0009887,GO:0009888,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010498,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0016567,GO:0019005,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019941,GO:0023051,GO:0023056,GO:0023057,GO:0030162,GO:0030163,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031461,GO:0031625,GO:0031647,GO:0031648,GO:0032268,GO:0032270,GO:0032386,GO:0032387,GO:0032446,GO:0032501,GO:0032502,GO:0032872,GO:0032874,GO:0032879,GO:0032880,GO:0032991,GO:0033157,GO:0033554,GO:0035282,GO:0035966,GO:0035967,GO:0036211,GO:0042067,GO:0042221,GO:0042306,GO:0042308,GO:0042325,GO:0042327,GO:0042802,GO:0042803,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043408,GO:0043410,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0045879,GO:0045937,GO:0046328,GO:0046330,GO:0046822,GO:0046823,GO:0046983,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051051,GO:0051171,GO:0051173,GO:0051174,GO:0051223,GO:0051224,GO:0051246,GO:0051247,GO:0051603,GO:0051716,GO:0051788,GO:0051865,GO:0060255,GO:0060341,GO:0060429,GO:0065007,GO:0065008,GO:0070201,GO:0070302,GO:0070304,GO:0070647,GO:0070887,GO:0071218,GO:0071310,GO:0071630,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090317,GO:0090596,GO:1900180,GO:1900181,GO:1901044,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1902531,GO:1902533,GO:1903827,GO:1903828,GO:1904589,GO:1904590,GO:1904950,GO:1990234","ko:K10523","ko04340,ko04341,map04340,map04341","BTB,MATH","ankyrin-3-like | meprin and TRAF homology | | BTB,MATH | ko04340,ko04341,map04340,map04341","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126292201","uncharacterized LOC126292201","protein_coding","NACHT domain","","","","","Ank_2,NACHT","uncharacterized LOC126292201 | NACHT domain | | Ank_2,NACHT |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126292205","esterase FE4-like","protein_coding","Belongs to the type-B carboxylesterase lipase family","","","","","","esterase FE4-like | Belongs to the type-B carboxylesterase lipase family | | |","Lipid synthesis / metabolism",FALSE,"Thorax phase DEG","Lipid synthesis / metabolism"
"Infection within diets","LOC126292237","uncharacterized LOC126292237","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126292237 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126292248","sortilin-related receptor-like","protein_coding","VPS10","","","","","Ldl_recept_a,Ldl_recept_b,Sortilin-Vps10,Sortilin_C,fn3","sortilin-related receptor-like | VPS10 | | Ldl_recept_a,Ldl_recept_b,Sortilin-Vps10,Sortilin_C,fn3 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126292317","dihydropyrimidinase","protein_coding","Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides. It is involved in the biological process described with pyrimidine nucleobase catabolic process","","GO:0003008,GO:0003674,GO:0003824,GO:0004157,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0007610,GO:0007611,GO:0007613,GO:0008150,GO:0008152,GO:0008593,GO:0009058,GO:0009112,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0016787,GO:0016810,GO:0016812,GO:0018130,GO:0019856,GO:0023051,GO:0023052,GO:0023056,GO:0032501,GO:0034641,GO:0035556,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0045747,GO:0046112,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051640,GO:0051641,GO:0051642,GO:0051716,GO:0055086,GO:0061842,GO:0065007,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","ko:K01464","ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100","Amidohydro_1","dihydropyrimidinase | Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides. It is involved in the biological process described with pyrimidine nucleobase catabolic process | | Amidohydro_1 | ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126293178","platelet endothelial aggregation receptor 1-like","protein_coding","Epidermal growth factor-like domain.","","GO:0005575,GO:0005576,GO:0006950,GO:0006952,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0042742,GO:0043207,GO:0050896,GO:0051704,GO:0051707,GO:0098542","","","","platelet endothelial aggregation receptor 1-like | Epidermal growth factor-like domain. | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293180","mucin-5AC-like","protein_coding",NA,NA,NA,NA,NA,NA,"mucin-5AC-like | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293181","uncharacterized LOC126293181","protein_coding","Cysteine rich repeat","","GO:0005575,GO:0005576,GO:0006950,GO:0006952,GO:0007498,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009888,GO:0032502,GO:0042742,GO:0043207,GO:0048856,GO:0050896,GO:0051704,GO:0051707,GO:0098542","","","C_tripleX","uncharacterized LOC126293181 | Cysteine rich repeat | | C_tripleX |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293188","S-phase kinase-associated protein 2-like","protein_coding","A Receptor for Ubiquitination Targets","","GO:0000151,GO:0005575,GO:0005622,GO:0005623,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0019005,GO:0019538,GO:0019941,GO:0030163,GO:0031146,GO:0031461,GO:0032991,GO:0043161,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234","","","F-box-like","S-phase kinase-associated protein 2-like | A Receptor for Ubiquitination Targets | | F-box-like |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293250","uncharacterized LOC126293250","protein_coding","Calcium-dependent calmodulin binding","","GO:0000226,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005814,GO:0005815,GO:0005856,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007098,GO:0007099,GO:0008150,GO:0009987,GO:0010564,GO:0010639,GO:0010824,GO:0010826,GO:0010948,GO:0015630,GO:0016043,GO:0022402,GO:0022607,GO:0031023,GO:0032886,GO:0033043,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044087,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044450,GO:0044464,GO:0045786,GO:0046599,GO:0046600,GO:0046605,GO:0046606,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051298,GO:0051493,GO:0051494,GO:0051726,GO:0065007,GO:0070507,GO:0070925,GO:0071840,GO:0098534,GO:1902115,GO:1902116,GO:1903722,GO:1903723","ko:K16453","","CALM_bind","uncharacterized LOC126293250 | Calcium-dependent calmodulin binding | | CALM_bind |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293269","zinc finger protein 1","protein_coding","Homeodomain","","GO:0000003,GO:0000122,GO:0000902,GO:0000904,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0001655,GO:0001700,GO:0002376,GO:0002520,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003705,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0006928,GO:0006935,GO:0006955,GO:0006959,GO:0007275,GO:0007276,GO:0007280,GO:0007399,GO:0007409,GO:0007411,GO:0007498,GO:0007507,GO:0007516,GO:0007548,GO:0008045,GO:0008150,GO:0008354,GO:0008406,GO:0009605,GO:0009607,GO:0009653,GO:0009790,GO:0009792,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016477,GO:0017145,GO:0019219,GO:0019222,GO:0019730,GO:0019953,GO:0022008,GO:0022412,GO:0022414,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0040011,GO:0042221,GO:0042330,GO:0042386,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0044703,GO:0045137,GO:0045892,GO:0045934,GO:0048103,GO:0048468,GO:0048513,GO:0048519,GO:0048523,GO:0048534,GO:0048542,GO:0048608,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048732,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051179,GO:0051252,GO:0051253,GO:0051301,GO:0051674,GO:0051704,GO:0051707,GO:0060255,GO:0061318,GO:0061319,GO:0061321,GO:0061458,GO:0061564,GO:0065007,GO:0071840,GO:0072001,GO:0072359,GO:0080090,GO:0097159,GO:0097485,GO:0120036,GO:0120039,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141","ko:K09299","ko05206,map05206","Homeobox,zf-C2H2,zf-C2H2_6","zinc finger protein 1 | Homeodomain | | Homeobox,zf-C2H2,zf-C2H2_6 | ko05206,map05206","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293272","uncharacterized LOC126293272","protein_coding","Urea transporter","","","ko:K08716","","UT","uncharacterized LOC126293272 | Urea transporter | | UT |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293286","collagen alpha-1(I) chain-like","protein_coding","Fibrillar collagens C-terminal domain","","","ko:K19719","ko04151,ko04510,ko04512,ko04974,ko05165,map04151,map04510,map04512,map04974,map05165","COLFI,Collagen","collagen alpha-1(I) chain-like | Fibrillar collagens C-terminal domain | | COLFI,Collagen | ko04151,ko04510,ko04512,ko04974,ko05165,map04151,map04510,map04512,map04974,map05165","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293287","tenascin-X-like","protein_coding","Epidermal growth factor-like domain.","","","","","C_tripleX","tenascin-X-like | Epidermal growth factor-like domain. | | C_tripleX |","Other / unannotated genes",FALSE,"Head phase DEG","Other / unannotated genes"
"Infection within diets","LOC126293292","1,5-anhydro-D-fructose reductase-like","protein_coding","Aldo/keto reductase family","","","","","","1,5-anhydro-D-fructose reductase-like | Aldo/keto reductase family | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293296","uncharacterized LOC126293296","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126293296 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293297","uncharacterized LOC126293297","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126293297 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293313","angiotensin-converting enzyme-like","protein_coding","Angiotensin-converting enzyme","","","ko:K01283","ko04614,ko04924,ko05142,ko05410,map04614,map04924,map05142,map05410","Peptidase_M2","angiotensin-converting enzyme-like | Angiotensin-converting enzyme | | Peptidase_M2 | ko04614,ko04924,ko05142,ko05410,map04614,map04924,map05142,map05410","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126293368","phosphoserine aminotransferase","protein_coding","O-phospho-L-serine 2-oxoglutarate aminotransferase activity. It is involved in the biological process described with L-serine biosynthetic process","","GO:0003674,GO:0003824,GO:0004648,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","ko:K00831","ko00260,ko00680,ko00750,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map00750,map01100,map01120,map01130,map01200,map01230","Aminotran_5","phosphoserine aminotransferase | O-phospho-L-serine 2-oxoglutarate aminotransferase activity. It is involved in the biological process described with L-serine biosynthetic process | | Aminotran_5 | ko00260,ko00680,ko00750,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map00750,map01100,map01120,map01130,map01200,map01230","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293387","F-box/LRR-repeat protein 7-like","protein_coding",NA,NA,NA,NA,NA,NA,"F-box/LRR-repeat protein 7-like | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126293478","natterin-3-like","protein_coding","Farnesoic acid 0-methyl transferase","","","","","DUF3421,Methyltransf_FA","natterin-3-like | Farnesoic acid 0-methyl transferase | | DUF3421,Methyltransf_FA |","Other / unannotated genes",FALSE,"Head phase DEG","Other / unannotated genes"
"Infection within diets","LOC126293483","DNA replication licensing factor Mcm6","protein_coding","DNA helicase activity. It is involved in the biological process described with DNA replication initiation","","GO:0000003,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006260,GO:0006277,GO:0006725,GO:0006807,GO:0007276,GO:0007281,GO:0007292,GO:0007304,GO:0007306,GO:0007307,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0016043,GO:0018130,GO:0019438,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030703,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0044703,GO:0046483,GO:0048468,GO:0048477,GO:0048609,GO:0048646,GO:0048856,GO:0048869,GO:0051704,GO:0060429,GO:0071704,GO:0071840,GO:0071897,GO:0090304,GO:1901360,GO:1901362,GO:1901576","ko:K02542","ko03030,ko04110,ko04111,ko04113,map03030,map04110,map04111,map04113","MCM,MCM_N,MCM_OB","DNA replication licensing factor Mcm6 | DNA helicase activity. It is involved in the biological process described with DNA replication initiation | | MCM,MCM_N,MCM_OB | ko03030,ko04110,ko04111,ko04113,map03030,map04110,map04111,map04113","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
