"heatmap_row_order","gene_id","Description","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","cluster_id"
947,"LOC126326586","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.28876933877039,0.0409575762263648,3.59870335411695,1037,"Higher than gene average","upper_branch_k4_4"
948,"LOC126316748","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.35197720733341,0.0170679061928401,3.65329488675896,1037,"Higher than gene average","upper_branch_k4_4"
949,"LOC126320406","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.70849688056993,0.0194039743442969,3.6994240756601,1037,"Higher than gene average","upper_branch_k4_4"
950,"LOC126320458","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.82439719238342,0.0131367693153847,3.6869705520397,1037,"Higher than gene average","upper_branch_k4_4"
951,"LOC126330798","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.51389237198502,0.0412154204064198,3.66630482819019,1037,"Higher than gene average","upper_branch_k4_4"
952,"LOC126316696","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.84863933594743,0.0311118033411756,3.50997926869554,1037,"Higher than gene average","upper_branch_k4_4"
953,"LOC126322560","It is involved in the biological process described with protein transport","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.85837325996094,0.0489589672081807,3.48288614265066,1037,"Higher than gene average","upper_branch_k4_4"
954,"LOC126322420","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.71767586774007,0.0235509911439627,3.8668199627642,1037,"Higher than gene average","upper_branch_k4_4"
955,"LOC126325852","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.76198574984757,0.0187674687125775,3.51530853424009,1037,"Higher than gene average","upper_branch_k4_4"
956,"LOC126329087","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.84631470475122,0.0305272381986825,3.62503343563629,1037,"Higher than gene average","upper_branch_k4_4"
957,"LOC126326223","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.96264680042902,0.0195468614651169,3.8376344848683,1037,"Higher than gene average","upper_branch_k4_4"
958,"LOC126313305","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.67596909848748,0.0313944841825513,3.89201209574599,1037,"Higher than gene average","upper_branch_k4_4"
959,"LOC126323787","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.63541873443247,0.0371953338749728,3.76087434550409,1037,"Higher than gene average","upper_branch_k4_4"
960,"LOC126311190","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.85019858538925,0.0432978346761739,3.7010970131243,1037,"Higher than gene average","upper_branch_k4_4"
961,"LOC126322728","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.46229900161183,0.0237060850678992,3.93627618188446,1037,"Higher than gene average","upper_branch_k4_4"
962,"LOC126313371","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.67840558863092,0.0258234513448519,3.67671770426547,1037,"Higher than gene average","upper_branch_k4_4"
963,"LOC126325521","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.44831179191252,0.0100208600005478,3.72417789171401,1037,"Higher than gene average","upper_branch_k4_4"
964,"LOC126320416","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.31053293970596,0.00715567897547838,3.46846818407895,1037,"Higher than gene average","upper_branch_k4_4"
965,"LOC126320609","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.2823023367911,0.0115314512882885,3.67412495765394,1037,"Higher than gene average","upper_branch_k4_4"
966,"LOC126324070","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.14092614080783,0.0126204232002253,3.7134930789489,1037,"Higher than gene average","upper_branch_k4_4"
967,"LOC126322547","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.83336555974518,0.013014824021426,3.25008505849334,1007,"Higher than gene average","upper_branch_k4_4"
968,"LOC126323920","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.39521864329744,0.00668392106032773,3.4773672867514,1037,"Higher than gene average","upper_branch_k4_4"
969,"LOC126316695","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.30810107312146,0.00726033830556504,3.31325698310923,1037,"Higher than gene average","upper_branch_k4_4"
970,"LOC126318453","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.06376775385075,0.0128678244571011,3.89158802859784,1037,"Higher than gene average","upper_branch_k4_4"
971,"LOC126314420","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.34159101901153,0.00568934472392954,3.09784264605913,1037,"Higher than gene average","upper_branch_k4_4"
972,"LOC126324492","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.55698822511144,0.0388345883982745,3.27958943820591,1007,"Higher than gene average","upper_branch_k4_4"
973,"LOC126319934","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.27176940217186,0.00855609735434579,3.58038387483818,1037,"Higher than gene average","upper_branch_k4_4"
974,"LOC126318194","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.45336730568798,0.0158827837599867,3.67888785946887,1037,"Higher than gene average","upper_branch_k4_4"
975,"LOC126320569","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.719476617215,0.00620635382975176,3.29723600331723,1037,"Higher than gene average","upper_branch_k4_4"
976,"LOC126317444","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.31012000139547,0.00855609735434579,3.29946278158335,1007,"Higher than gene average","upper_branch_k4_4"
977,"LOC126320603","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.21922055655791,0.0185527909406136,3.16792352472711,1007,"Higher than gene average","upper_branch_k4_4"
978,"LOC126320371","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.80416889198693,0.0499432478037204,3.50805104562276,1037,"Higher than gene average","upper_branch_k4_4"
979,"LOC126329586","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.01666718241846,0.012258890089421,3.30626548981976,1037,"Higher than gene average","upper_branch_k4_4"
980,"LOC126318318","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.97090712362916,0.0451596308518422,3.32988678427374,1007,"Higher than gene average","upper_branch_k4_4"
981,"LOC126317519","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.10203358534819,0.0457208630865262,3.34155357245136,1037,"Higher than gene average","upper_branch_k4_4"
982,"LOC126315303","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.21769444120732,0.0498699024924446,3.01801975548036,1007,"Higher than gene average","upper_branch_k4_4"
983,"LOC126334342","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.78569037463344,0.0162767753680249,3.2748309854621,1037,"Higher than gene average","upper_branch_k4_4"
984,"LOC126319851","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.3534593793434,0.01838214426303,3.22816126927345,1037,"Higher than gene average","upper_branch_k4_4"
985,"LOC126326584","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.80471667438521,0.00799014684577843,3.60074873181526,1037,"Higher than gene average","upper_branch_k4_4"
986,"LOC126304750","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.54432076657653,0.0150961476686751,3.72717132852677,1037,"Higher than gene average","upper_branch_k4_4"
987,"LOC126315292","no description","Infection + diet","No phase DEG",2,"Diet 33: infected vs control; Infected 33 vs 50","Downregulated",22.8646861306594,2.24431212355018e-11,3.50389922114705,1037,"Higher than gene average","upper_branch_k4_4"
988,"LOC126304978","no description","Infection + diet","No phase DEG",2,"Diet 33: infected vs control; Infected 33 vs 50","Downregulated",22.2814363148393,6.63902143293013e-11,3.36526389055988,1037,"Higher than gene average","upper_branch_k4_4"
989,"LOC126322405","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.51270541422263,0.00989319383306373,3.72494533237075,1037,"Higher than gene average","upper_branch_k4_4"
990,"LOC126326073","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.46608531832001,0.0133673389932631,3.75379977412427,1037,"Higher than gene average","upper_branch_k4_4"
991,"LOC126319884","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.3004416081457,0.00815210759256087,3.0873797362347,1037,"Higher than gene average","upper_branch_k4_4"
992,"LOC126322392","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.60767168458416,0.00611112924487655,3.07403616357684,1037,"Higher than gene average","upper_branch_k4_4"
993,"LOC126315356","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.28230061469513,0.011447694473307,3.09034017082526,1037,"Higher than gene average","upper_branch_k4_4"
994,"LOC126326535","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.77645752500966,0.012386762774322,3.09505416254889,1007,"Higher than gene average","upper_branch_k4_4"
995,"LOC126318232","Leucine-rich repeat","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.99789077188325,0.0073587551974135,3.326267170788,1037,"Higher than gene average","upper_branch_k4_4"
996,"LOC126316667","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.22621904417762,0.00816608211376727,3.06678436313032,1007,"Higher than gene average","upper_branch_k4_4"
997,"LOC126313338","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.06764569215767,0.0380631993178115,3.04878101731095,1007,"Higher than gene average","upper_branch_k4_4"
998,"LOC126320760","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.66610540320372,0.0307553991173914,2.96204904706283,1037,"Higher than gene average","upper_branch_k4_4"
999,"LOC126319966","SNF2 family N-terminal domain","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.80472885594663,0.0376316855711673,3.4637799350091,1037,"Higher than gene average","upper_branch_k4_4"
1000,"LOC126328220","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.19315752506412,0.0130879914953568,3.57188783397613,1037,"Higher than gene average","upper_branch_k4_4"
1001,"LOC126323716","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.88102813286002,0.00568934472392954,3.21391392597568,1037,"Higher than gene average","upper_branch_k4_4"
1002,"LOC126317121","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.87015904945406,0.00620635382975176,3.3321574420848,1037,"Higher than gene average","upper_branch_k4_4"
1003,"LOC126325946","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.43107936958033,0.00638393822266839,2.90566923430426,1037,"Higher than gene average","upper_branch_k4_4"
1004,"LOC126320761","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.11935149647892,0.00568934472392954,3.1069494700586,1037,"Higher than gene average","upper_branch_k4_4"
1005,"LOC126325820","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.22757664523775,0.0131367693153847,2.91377166316887,1037,"Higher than gene average","upper_branch_k4_4"
1006,"LOC126315241","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.77271790652468,0.00533172096011034,3.39372246876255,1037,"Higher than gene average","upper_branch_k4_4"
1007,"LOC126322416","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.70802246023865,0.00650948714744621,3.48284804876533,1037,"Higher than gene average","upper_branch_k4_4"
1008,"LOC126319954","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.23164879745476,0.00668392106032773,3.21137835395096,1037,"Higher than gene average","upper_branch_k4_4"
1009,"LOC126318679","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.2898087444304,0.0109183015031399,2.97777632071308,1037,"Higher than gene average","upper_branch_k4_4"
1010,"LOC126326119","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.03702406781619,0.00678695860640037,3.01622392873095,1037,"Higher than gene average","upper_branch_k4_4"
1011,"LOC126318638","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.9525275535216,0.00727133697697954,3.041522192002,1037,"Higher than gene average","upper_branch_k4_4"
1012,"LOC126322546","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.93735735279609,0.0121665990411008,3.3241476997196,1037,"Higher than gene average","upper_branch_k4_4"
