"gene_id","Description","gene_biotype","comparison_type","comparison","numerator_condition","denominator_condition","higher_in","lower_in","signed_direction","log2FoldChange","lfcSE","baseMean","stat","pvalue","padj","GOs","KEGG_ko","KEGG_Pathway","PFAMs"
"LOC126281178","tumor necrosis factor alpha-induced protein 8-like protein","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.01939767091074,0.23144511511348,965.657229767252,4.40448989563213,1.06033082787562e-05,7.79635549403659e-05,"GO:0001932,GO:0001934,GO:0003674,GO:0004857,GO:0004866,GO:0004869,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006915,GO:0007275,GO:0007431,GO:0007435,GO:0008150,GO:0008219,GO:0009653,GO:0009887,GO:0009892,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009987,GO:0010466,GO:0010506,GO:0010562,GO:0010604,GO:0010605,GO:0010646,GO:0010647,GO:0010941,GO:0010942,GO:0010951,GO:0012501,GO:0019220,GO:0019222,GO:0022612,GO:0023051,GO:0023056,GO:0030162,GO:0030234,GO:0030414,GO:0031323,GO:0031324,GO:0031325,GO:0031329,GO:0031399,GO:0031401,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032872,GO:0032874,GO:0032886,GO:0033043,GO:0035272,GO:0042325,GO:0042327,GO:0042981,GO:0042995,GO:0043027,GO:0043028,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043086,GO:0043154,GO:0043281,GO:0043408,GO:0043410,GO:0044092,GO:0044424,GO:0044464,GO:0045861,GO:0045937,GO:0046328,GO:0046330,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048731,GO:0048732,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0051128,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051248,GO:0051336,GO:0051346,GO:0051493,GO:0052547,GO:0052548,GO:0060255,GO:0060548,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0070302,GO:0070304,GO:0070507,GO:0080090,GO:0080134,GO:0080135,GO:0098772,GO:1902531,GO:1902533,GO:2000116,GO:2000117","","","DUF758"
"LOC126268132","proline-rich protein HaeIII subfamily 1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.02635082731259,0.23314937877095,506.072664077383,-4.40211692916796,1.07199752987238e-05,7.85760845028865e-05,NA,NA,NA,NA
"LOC126335563","androgen-dependent TFPI-regulating protein-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.26807374196507,0.288099184815614,22.236378498889,4.40151797991599,1.07496158269816e-05,7.87116947496915e-05,"","","","Far-17a_AIG1"
"LOC126341744","organic cation transporter protein-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.15451620116083,0.262294845918508,130.286003110293,-4.40159697807986,1.0745701926585e-05,7.87116947496915e-05,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006915,GO:0008150,GO:0008219,GO:0008509,GO:0008514,GO:0009987,GO:0012501,GO:0015075,GO:0015711,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656","ko:K08202","ko05231,map05231","MFS_1,Sugar_tr"
"LOC126292108","1%2C5-anhydro-D-fructose reductase-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.00030393200954,0.227294352264298,219.498097765327,4.40091855360481,1.07793583012828e-05,7.8888602544655e-05,"","","",""
"LOC126273024","ejaculatory bulb-specific protein 3-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",4.198231353663,0.954528960950069,4.03674441171224,4.39822312932694,1.09140742652078e-05,7.9586015230091e-05,"GO:0000003,GO:0005575,GO:0005576,GO:0007275,GO:0007552,GO:0007610,GO:0008150,GO:0009605,GO:0009607,GO:0009615,GO:0019098,GO:0022414,GO:0032501,GO:0032502,GO:0032504,GO:0043207,GO:0045297,GO:0048609,GO:0048856,GO:0050896,GO:0051704,GO:0051707","ko:K15127","","OS-D"
"LOC126267259","alpha-tocopherol transfer protein-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",3.75330374411176,0.853654729390515,12.2979046335663,4.39674685196381,1.09885376386609e-05,8.00051591496939e-05,"","","","CRAL_TRIO"
"LOC126284466","uncharacterized LOC126284466","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.29173292066973,0.294003300679897,352.335126550486,-4.39360006395349,1.11488836664344e-05,8.10890499094444e-05,"","","","Chitin_bind_4"
"LOC126272178","uncharacterized LOC126272178","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.29521827327543,0.294898984817448,144.934386530601,-4.39207437108408,1.12274277638512e-05,8.15763543232621e-05,"GO:0000003,GO:0000075,GO:0000228,GO:0000278,GO:0000280,GO:0000775,GO:0000776,GO:0000777,GO:0000778,GO:0000779,GO:0000780,GO:0000793,GO:0000794,GO:0000819,GO:0000940,GO:0003674,GO:0003824,GO:0004672,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0006355,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0007065,GO:0007066,GO:0007088,GO:0007093,GO:0007094,GO:0007096,GO:0007135,GO:0007140,GO:0007143,GO:0007276,GO:0007292,GO:0007346,GO:0008150,GO:0008152,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010564,GO:0010638,GO:0010639,GO:0010948,GO:0010965,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019219,GO:0019222,GO:0019538,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0030071,GO:0031323,GO:0031326,GO:0031577,GO:0031935,GO:0031937,GO:0031974,GO:0031981,GO:0032501,GO:0032504,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033046,GO:0033047,GO:0033048,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044703,GO:0045132,GO:0045144,GO:0045786,GO:0045839,GO:0045841,GO:0045930,GO:0048232,GO:0048285,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048609,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051177,GO:0051252,GO:0051276,GO:0051321,GO:0051704,GO:0051726,GO:0051754,GO:0051783,GO:0051784,GO:0051983,GO:0051985,GO:0060255,GO:0060968,GO:0061983,GO:0065007,GO:0070013,GO:0070192,GO:0070193,GO:0070601,GO:0071173,GO:0071174,GO:0071704,GO:0071840,GO:0080090,GO:0098687,GO:0098813,GO:0140013,GO:0140096,GO:1901564,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902099,GO:1902100,GO:1902275,GO:1903046,GO:1903047,GO:1903506,GO:1905269,GO:1905818,GO:1905819,GO:2000112,GO:2000816,GO:2001141,GO:2001251,GO:2001252","ko:K02178,ko:K06637","ko04110,ko04111,ko04113,ko04114,ko04914,ko05166,map04110,map04111,map04113,map04114,map04914,map05166","Mad3_BUB1_I,Pkinase"
"LOC126336350","uncharacterized LOC126336350","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.2619042715122,0.287563596868501,68.5012463012323,4.38826153676624,1.14260323354468e-05,8.28489938247993e-05,"","ko:K05293","ko00563,ko01100,map00563,map01100",""
"LOC126282003","uncharacterized LOC126282003","lncRNA","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.44008841424066,0.328206156166456,5.60216231671665,4.38775564438315,1.14526341223553e-05,8.29992950857049e-05,NA,NA,NA,NA
"LOC126354368","rac GTPase-activating protein 1","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.04245925397258,0.237599147946046,116.748148551283,-4.38747050645695,1.14676538235627e-05,8.30229937677196e-05,"","ko:K16733","","C1_1,RhoGAP"
"LOC126281810","gamma-aminobutyric acid receptor subunit alpha-6-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.2709998795373,0.289755284871268,33.5374572175813,-4.38645969857624,1.15210499641508e-05,8.33668602628669e-05,"","ko:K05175","ko04080,ko04723,ko04727,ko04742,ko05032,ko05033,map04080,map04723,map04727,map04742,map05032,map05033","Neur_chan_LBD,Neur_chan_memb"
"LOC126268114","dual specificity tyrosine-phosphorylation-regulated kinase 4-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.25365981868826,0.2858549044071,1264.98966689196,-4.38565089967061,1.15639457759699e-05,8.36344328075778e-05,"GO:0000166,GO:0003008,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007600,GO:0007606,GO:0007608,GO:0007610,GO:0007635,GO:0008144,GO:0008150,GO:0008152,GO:0009314,GO:0009416,GO:0009628,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0023051,GO:0023056,GO:0030111,GO:0030177,GO:0030554,GO:0032501,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0042048,GO:0042221,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0065007,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564","ko:K18669","ko04111,map04111","Pkinase"
"LOC126355804","facilitated trehalose transporter Tret1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.52257606819436,0.347511782197054,28.5458673753949,4.38136531247447,1.17937939698801e-05,8.52095584776816e-05,"","","",""
"LOC126266679","ras guanyl-releasing protein 3-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.14469974270992,0.261324940203687,1194.58342206792,4.38036928973444,1.18478345696718e-05,8.54689117603886e-05,"","ko:K12362","ko04010,ko04014,ko04015,ko04662,ko05200,map04010,map04014,map04015,map04662,map05200","C1_1,EF-hand_5,RasGEF"
"LOC126365930","2-amino-3-ketobutyrate coenzyme A ligase%2C mitochondrial","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.17981486013762,0.269528783287857,27.1942682409139,-4.37732417942753,1.20145209343412e-05,8.6582972893478e-05,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008890,GO:0009987,GO:0016407,GO:0016408,GO:0016453,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564","ko:K00639","ko00260,map00260","Aminotran_1_2"
"LOC126354485","cytochrome P450 4g15-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.53407798612804,0.350634374304882,38.3784813686693,4.37515000966259,1.21348998141927e-05,8.73012583422229e-05,"","ko:K15001,ko:K15007","","p450"
"LOC126360830","dentin sialophosphoprotein-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.03850144246531,0.237407256984999,147.430716209202,4.37434582099117,1.21797168648199e-05,8.75057238096774e-05,"","","",""
"LOC126353822","uncharacterized LOC126353822","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.46550723945039,0.335452398079654,125.647318896685,-4.36874873406749,1.24960438099486e-05,8.94600258977678e-05,"GO:0000003,GO:0005575,GO:0005576,GO:0005615,GO:0008150,GO:0032501,GO:0032504,GO:0044421","","",""
"LOC126282335","uncharacterized LOC126282335","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.00049315562115,0.229165846277221,3970.45941585844,-4.36580394449728,1.26656046473329e-05,9.05363302357654e-05,NA,NA,NA,NA
"LOC126285375","sepiapterin reductase-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.12709283228439,0.258239706665914,166.638208086859,-4.36452181128953,1.27401138188928e-05,9.10228961014123e-05,"GO:0003674,GO:0003824,GO:0004757,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016616,GO:0055114","ko:K00072","ko00790,ko01100,map00790,map01100","adh_short"
"LOC126357545","aldo-keto reductase family 1 member B1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.3214333745346,0.30293577260254,1559.86916587446,-4.36209089201346,1.28825326137106e-05,9.1901035283674e-05,"","ko:K00011","ko00040,ko00051,ko00052,ko00561,ko00790,ko01100,map00040,map00051,map00052,map00561,map00790,map01100","Aldo_ket_red"
"LOC126266984","neural cell adhesion molecule 1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.64368689994103,0.376828048534029,195.210829490401,4.36190168522606,1.28936810436171e-05,9.19341576732577e-05,"","","","C2-set_2,Ig_3,V-set,ig"
"LOC126284771","U-scoloptoxin(16)-Er12a-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.07691979898998,0.24705972000115,1157.4022330319,4.35894527438532,1.30690786235798e-05,9.29502864159182e-05,NA,NA,NA,NA
"LOC126354787","uncharacterized LOC126354787","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.11354077872105,0.255527335426763,138.411177793353,-4.35781470057322,1.31367529855939e-05,9.33846042215359e-05,"GO:0000151,GO:0000375,GO:0000377,GO:0000387,GO:0000398,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005737,GO:0006139,GO:0006396,GO:0006397,GO:0006508,GO:0006511,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009056,GO:0009057,GO:0009987,GO:0010467,GO:0010498,GO:0016043,GO:0016070,GO:0016071,GO:0019005,GO:0019222,GO:0019538,GO:0019899,GO:0019941,GO:0022607,GO:0022613,GO:0022618,GO:0030162,GO:0030163,GO:0031461,GO:0031625,GO:0032991,GO:0034622,GO:0034641,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043632,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0050789,GO:0051171,GO:0051246,GO:0051603,GO:0060255,GO:0065003,GO:0065007,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:1901360,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234,GO:1990904","","","BACK,BTB,TLD"
"LOC126278395","uncharacterized LOC126278395","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.1812913863687,0.27164742777558,117.910347892873,-4.34861981223919,1.36996968484255e-05,9.70212836794292e-05,NA,NA,NA,NA
"LOC126335428","retinaldehyde-binding protein 1","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.18191798462072,0.271881899532777,951.120554682734,-4.34717422032073,1.37902679687517e-05,9.7490778856628e-05,"","","","CRAL_TRIO"
"LOC126297695","putative uncharacterized protein DDB_G0271606","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.33507165863442,0.307143977211976,29677.9989692788,4.34672908371249,1.38182720696878e-05,9.7639910444414e-05,NA,NA,NA,NA
"LOC126322901","uncharacterized LOC126322901","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.41421256552506,0.325947522825948,99.4479189278787,4.33877377948423,1.43279913817686e-05,0.000100838234166909,"","","",""
"LOC126298221","L-threonine ammonia-lyase","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.28105525259388,0.295375982984333,252.57971143034,-4.33703254967018,1.44419244524602e-05,0.000101538943463765,"GO:0003674,GO:0003824,GO:0016853,GO:0016854,GO:0016855,GO:0030378,GO:0036361,GO:0047661","ko:K01754","ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230","ACT,PALP"
"LOC126273256","zinc finger protein Gfi-1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.05369048154701,0.243183343358343,243.233137108194,-4.33290564639678,1.47154187040459e-05,0.000103358994595217,"","ko:K09223","","zf-C2H2,zf-met"
"LOC126299290","uncharacterized LOC126299290","lncRNA","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.00592960387708,0.23228892539964,12.0046624997967,4.33051038548839,1.48764129214842e-05,0.000104334227000702,NA,NA,NA,NA
"LOC126361189","uncharacterized LOC126361189","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.194336980924,0.276230769857848,186.632253011157,-4.32369276434563,1.53438945801767e-05,0.000107293378627935,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005819,GO:0005856,GO:0008017,GO:0008092,GO:0015630,GO:0015631,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0072686","","","NUSAP"
"LOC126278365","endoglucanase A-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-2.05442424643981,0.475367503026725,12534.0797976984,-4.32175997172509,1.54789528403906e-05,0.000108077352539723,"","","",""
"LOC126358175","uncharacterized LOC126358175","lncRNA","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.93903937838598,0.449037269785298,215.91919370226,4.31821478718929,1.57296318286145e-05,0.000109611024162712,NA,NA,NA,NA
"LOC126333352","uncharacterized LOC126333352","lncRNA","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.44723089984665,0.335140758852696,42839.5769620695,4.31827780303721,1.5725142403549e-05,0.000109611024162712,NA,NA,NA,NA
"LOC126273312","ejaculatory bulb-specific protein 3-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.97682955999375,0.457943149360416,4.2797659728704,4.3167575773427,1.58337889813317e-05,0.000110228130977429,"GO:0005575,GO:0005576","","","OS-D"
"LOC126266597","uncharacterized LOC126266597","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.47725580467742,0.342808494006802,34.3974965948154,4.30927421724887,1.63791178892e-05,0.000113465536279498,"GO:0000902,GO:0002009,GO:0002165,GO:0005575,GO:0007275,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0031224,GO:0032501,GO:0032502,GO:0032989,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0044425,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0060429,GO:0060562,GO:0071840","","","Zona_pellucida"
"LOC126292302","uncharacterized LOC126292302","lncRNA","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.16439106611843,0.270361594065896,487.636962293189,4.30679168815165,1.65639462456347e-05,0.000114633539835117,NA,NA,NA,NA
"LOC126284795","uncharacterized LOC126284795","lncRNA","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-2.07081014138978,0.481506246944317,3373.04660372287,-4.30069216034338,1.70265451827015e-05,0.000117317960273982,NA,NA,NA,NA
"LOC126284005","uncharacterized LOC126284005","lncRNA","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",2.15354035576752,0.5011092918277,17.0373436549305,4.29754624567605,1.7269923753042e-05,0.000118763290743547,NA,NA,NA,NA
"LOC126356349","cuticle protein 16.5-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.59589988552481,0.37177257770941,7.33025938525303,-4.29267778532127,1.76531097725388e-05,0.000120739836127779,NA,NA,NA,NA
"LOC126299157","protein suppressor 2 of zeste-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.10649136873966,0.257884088709648,141.115006003853,-4.29065389135141,1.78147782346115e-05,0.000121681220885225,NA,NA,NA,NA
"LOC126266685","proton-coupled amino acid transporter 1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.21994219438907,0.284997103177959,312.691742134442,4.28054243634648,1.86438330826903e-05,0.000126731432960356,"","ko:K14209","ko04138,map04138","Aa_trans"
"LOC126267280","adhesive plaque matrix protein 2-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.52573478574479,0.356788302457967,125.619930483313,-4.27630271293588,1.90022799125631e-05,0.000128734525275331,"","","","EGF"
"LOC126336514","sterol O-acyltransferase 1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.19807321882566,0.280367932504795,14.91701216327,4.2732177254443,1.92672153574414e-05,0.000130217258455936,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006066,GO:0006629,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008374,GO:0012505,GO:0016020,GO:0016125,GO:0016740,GO:0016746,GO:0016747,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0098827,GO:1901360,GO:1901615,GO:1902652","ko:K00637","ko00100,ko04979,map00100,map04979","MBOAT"
"LOC126356364","retinol-binding protein pinta","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.59645469758919,0.373621802659445,450.430970948915,4.27291631865593,1.92932876695617e-05,0.000130331138310825,"GO:0003674,GO:0005488,GO:0005501,GO:0006726,GO:0006807,GO:0007154,GO:0007165,GO:0007602,GO:0008150,GO:0008152,GO:0008289,GO:0009058,GO:0009059,GO:0009314,GO:0009416,GO:0009581,GO:0009582,GO:0009583,GO:0009605,GO:0009628,GO:0009987,GO:0016063,GO:0019538,GO:0019840,GO:0023052,GO:0042440,GO:0042441,GO:0043170,GO:0043324,GO:0043473,GO:0043474,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0046148,GO:0046154,GO:0048066,GO:0048069,GO:0050789,GO:0050794,GO:0050896,GO:0051606,GO:0051716,GO:0065007,GO:0071704,GO:1901564,GO:1901566,GO:1901576","","","CRAL_TRIO,CRAL_TRIO_N"
"LOC126354904","retinol dehydrogenase 14","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.03755915817913,0.24282999394867,387.986037443014,-4.27278006850526,1.93050846149949e-05,0.000130348521633592,"GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0055114","","","adh_short"
"LOC126298299","Krueppel-like factor 2","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.20125984562319,0.281270783934329,7.76189454694265,-4.27083051008833,1.9474637454562e-05,0.000131367816948864,"","ko:K09204,ko:K17845","ko04068,ko04371,ko05418,map04068,map04371,map05418","zf-C2H2"
"LOC126284694","endocuticle structural glycoprotein SgAbd-5-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-2.54649334741597,0.596493216017273,502.104537992701,-4.26910697227817,1.96257135808956e-05,0.000132260650608115,"","","","Chitin_bind_4"
"LOC126281672","D-aspartate oxidase","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.26216107544507,0.295884306763106,146.91507280358,-4.26572496950841,1.99254117732503e-05,0.000133960951084479,"GO:0003674,GO:0003824,GO:0003884,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008445,GO:0009987,GO:0015922,GO:0016491,GO:0016638,GO:0016641,GO:0019752,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046416,GO:0055114,GO:0071704,GO:1901564,GO:1901605","ko:K00273,ko:K16582","ko00260,ko00311,ko00330,ko00472,ko01100,ko01130,ko04146,map00260,map00311,map00330,map00472,map01100,map01130,map04146","DAO"
"LOC126284250","uncharacterized LOC126284250","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.34786611511507,0.316122256122978,318.488427198143,-4.26374951148877,2.01024791668682e-05,0.000135087130568797,"GO:0003674,GO:0005198,GO:0005214,GO:0005575,GO:0005576,GO:0007275,GO:0008010,GO:0008150,GO:0031012,GO:0032501,GO:0032502,GO:0040003,GO:0042302,GO:0042335,GO:0044421,GO:0048856","","","Chitin_bind_4"
"LOC126347090","uncharacterized LOC126347090","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.46955650413399,0.344676156696175,5.03692812751559,4.26358619702661,2.01171844925232e-05,0.000135121697361378,NA,NA,NA,NA
