gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126336076,serpin B8-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.545792590523224,2.472803156008086e-4,Infected diet 50
LOC126294948,ankyrin repeat and protein kinase domain-containing protein 1-like,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.3811787390104033,2.4806243968801734e-4,Infected diet 50
LOC126354418,uncharacterized LOC126354418,lncRNA,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.884258364134765,2.4806243968801734e-4,Infected diet 50
LOC126358860,uncharacterized LOC126358860,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.388544201853236,2.4806243968801734e-4,Control diet 50
LOC126281296,rap guanine nucleotide exchange factor 6-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.275420240308726,2.490559288116625e-4,Control diet 50
LOC126279107,uncharacterized LOC126279107,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3908890170004613,2.4975295852069327e-4,Infected diet 50
LOC126292038,uncharacterized LOC126292038,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8589899929502933,2.4975295852069327e-4,Infected diet 50
LOC126355590,inter-alpha-trypsin inhibitor heavy chain H2-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,5.314438850344698,2.4975295852069327e-4,Infected diet 50
LOC126299514,collagen alpha-1(XI) chain-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.9855001863382402,2.52800806409852e-4,Control diet 50
LOC126320178,"cytochrome P450 315a1, mitochondrial",protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.057746050755513,2.5976014645218593e-4,Control diet 50
LOC126272858,growth arrest and DNA damage-inducible protein GADD45 gamma,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.2466883129807944,2.6259542131171497e-4,Infected diet 50
LOC126272612,uncharacterized LOC126272612,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1797501080272172,2.670207970917519e-4,Infected diet 50
LOC126281335,outer dense fiber protein 3,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.07593065415627,2.715921132999688e-4,Control diet 50
LOC126298679,"b(0,+)-type amino acid transporter 1",protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.477543605221685,2.766237529054801e-4,Infected diet 50
LOC126355684,organic cation transporter protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.10161278953259,2.783803641099204e-4,Infected diet 50
LOC126335517,uncharacterized LOC126335517,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1819832548294,2.799702833217472e-4,Infected diet 50
LOC126278137,uncharacterized LOC126278137,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.1719452720585832,2.8007755628222427e-4,Control diet 50
LOC126281300,uncharacterized LOC126281300,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-4.010008868128474,2.805997403860946e-4,Control diet 50
LOC126267432,BTB/POZ domain-containing protein Tiwaz,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.2555573866341903,2.8509440793693803e-4,Control diet 50
LOC126298477,uncharacterized LOC126298477,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5949789748860037,2.8748842018229463e-4,Control diet 50
LOC126284942,protein lethal(2)essential for life-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.9887404434970355,2.8976596477315984e-4,Infected diet 50
LOC126281537,polyamine-transporting ATPase 13A3-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.508134252929911,0.00029879052214556323,Infected diet 50
LOC126349273,uncharacterized LOC126349273,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.3022760683044468,3.0092607005475954e-4,Control diet 50
LOC126334861,prostaglandin reductase 1-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.318580665323386,3.0634676459848184e-4,Control diet 50
LOC126336534,proline-rich protein HaeIII subfamily 1-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-4.139221959336788,3.093946303677092e-4,Control diet 50
LOC126292039,uncharacterized LOC126292039,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.774903235008349,3.0949288643541007e-4,Infected diet 50
LOC126336337,protein charybde-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.6967313198589402,3.1455890912772275e-4,Control diet 50
LOC126336504,neutral ceramidase-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2263418359206015,3.2846496355639986e-4,Infected diet 50
LOC126278221,gremlin-1-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.0357017245879248,3.3570296938307577e-4,Infected diet 50
LOC126335141,solute carrier family 23 member 2,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.248757258561429,3.3872426379353285e-4,Control diet 50
LOC126272263,zwei Ig domain protein zig-8-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.0441868440683995,3.450099338159513e-4,Infected diet 50
LOC126297886,uncharacterized LOC126297886,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.932450067857504,3.450099338159513e-4,Infected diet 50
LOC126335546,leukocyte elastase inhibitor-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8057128455291351,3.450099338159513e-4,Infected diet 50
LOC126336607,uncharacterized LOC126336607,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.3691623906716965,3.450099338159513e-4,Infected diet 50
LOC126354590,enolase-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.348707075817556,3.450099338159513e-4,Infected diet 50
LOC126284379,vanin-like protein 3,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.1486600996303973,3.4915802865571964e-4,Infected diet 50
LOC126354485,cytochrome P450 4g15-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.6300610860589053,3.554608349366245e-4,Infected diet 50
LOC126272082,ileal sodium/bile acid cotransporter-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.132129609753891,3.6834879133404826e-4,Infected diet 50
LOC126341434,uncharacterized LOC126341434,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.829409572892192,3.6834879133404826e-4,Infected diet 50
LOC126354218,partitioning defective 3 homolog,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.2310098423040947,4.0016796669545447e-4,Control diet 50
LOC126291470,uncharacterized LOC126291470,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.426516107951637,4.023772479610098e-4,Infected diet 50
LOC126266984,neural cell adhesion molecule 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.8012845219573,4.0296379105024175e-4,Infected diet 50
LOC126279406,SEC14-like protein 2,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.163545214510336,4.0296379105024175e-4,Infected diet 50
LOC126284338,uncharacterized LOC126284338,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.069017755478596,4.0296379105024175e-4,Infected diet 50
LOC126355798,facilitated trehalose transporter Tret1-2 homolog,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.159719166883481,4.052801913373101e-4,Control diet 50
LOC126267002,uncharacterized LOC126267002,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.2447890557629093,4.0788269837715573e-4,Infected diet 50
LOC126284043,toll-like receptor 2,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.214365966460184,4.086141239215029e-4,Infected diet 50
LOC126272088,facilitated trehalose transporter Tret1-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.213324820118227,4.128322088865473e-4,Control diet 50
LOC126321085,limbic system-associated membrane protein-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.855457101474681,4.1714310026596776e-4,Infected diet 50
LOC126335679,gamma-butyrobetaine dioxygenase-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.777985117913376,4.214351977170559e-4,Infected diet 50
LOC126281635,uncharacterized LOC126281635,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.92866940408594,4.255201661463091e-4,Infected diet 50
LOC126295065,"POU domain, class 4, transcription factor 1-like",protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3690016278360224,4.255201661463091e-4,Infected diet 50
LOC126281994,chondroitin sulfate synthase 1,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6153493859815076,4.328655558123598e-4,Infected diet 50
LOC126272038,protein VAC14 homolog,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2837300415212594,4.3906683006581605e-4,Infected diet 50
LOC126298221,L-threonine ammonia-lyase,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.183578975245201,4.3906683006581605e-4,Control diet 50
LOC126298354,cytochrome P450 4C1-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.2324164880929676,4.428817400923179e-4,Infected diet 50
LOC126365952,PC-esterase domain-containing protein 1A-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1486935539673544,4.428817400923179e-4,Infected diet 50
LOC126284378,uncharacterized LOC126284378,lncRNA,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3560450713978227,4.535106982787613e-4,Infected diet 50
LOC126281664,uncharacterized LOC126281664,lncRNA,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.49157011288113,4.5533009853430603e-4,Infected diet 50
LOC126267876,uncharacterized LOC126267876,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.4330779313361552,4.5692694765895383e-4,Infected diet 50
LOC126353879,cyclic GMP-AMP synthase-like receptor,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.7129197185860614,4.5832514706287944e-4,Infected diet 50
LOC126298632,glutamate decarboxylase,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.922070412376509,4.6034375419966105e-4,Infected diet 50
LOC126353931,high affinity cationic amino acid transporter 1-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.618857942051575,4.7240187449217556e-4,Infected diet 50
LOC126267315,protein patched,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1130699328823896,4.7354865874039764e-4,Control diet 50
LOC126343458,uncharacterized LOC126343458,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.6498253913547924,4.7523679249990313e-4,Infected diet 50
LOC126336702,caspase-1-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3850499727282117,4.7951324395849396e-4,Infected diet 50
LOC126322885,uncharacterized LOC126322885,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.560771967545457,4.8020989645892776e-4,Control diet 50
LOC126354649,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.6959273584500996,4.883782912622984e-4,Infected diet 50
LOC126273067,uncharacterized LOC126273067,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.453233999068824,4.92385857293474e-4,Infected diet 50
LOC126293557,fasciclin-1,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6029001421358497,4.92385857293474e-4,Infected diet 50
