"canonical_gene_order","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj","candidate_k2","candidate_k3","candidate_k4"
115,"LOC126297976","delta(24)-sterol reductase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.57323232522065,5.55407368426013e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
116,"LOC126336646","dehydrogenase/reductase SDR family member 11-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.15170639485517,5.03712680493135e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
117,"LOC126278916","uncharacterized LOC126278916","protein_coding","Infection within diet","infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.06639623130061,0.0100501732842261,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
118,"LOC126292163","uncharacterized LOC126292163","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.31669169751637,7.28705331755986e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
119,"LOC126353948","uncharacterized LOC126353948","lncRNA","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.82141398948154,0.000239974935948509,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
120,"LOC126355466","uncharacterized LOC126355466","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.14526644957224,2.45319394199616e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
121,"LOC126291783","retinol-binding protein pinta-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.03525148724627,0.035792882726842,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
122,"LOC126336124","uncharacterized LOC126336124","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.35119738571096,7.97639953107252e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
123,"LOC126272126","peroxiredoxin-6-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.58833174531595,4.51405852463155e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
124,"LOC126281835","uncharacterized LOC126281835","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.96719737100273,1.46182070185418e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
125,"LOC126332740","juvenile hormone esterase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.86078210608062,7.50408912273652e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
126,"LOC126335106","sodium-coupled monocarboxylate transporter 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.27972164533232,0.00108829344387997,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
127,"LOC126352026","uncharacterized LOC126352026","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.40504614456754,2.44620929640131e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
128,"LOC126271851","uncharacterized LOC126271851","lncRNA","Infection within diet","infection_diet33","Control diet 33",1.01077759667962,0.00446321006936287,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
129,"LOC126336511","uncharacterized LOC126336511","lncRNA","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.2509399650033,0.00610063145340299,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
130,"LOC126354068","cholinesterase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.2781198913129,9.64249066847004e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
131,"LOC126282017","uncharacterized LOC126282017","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.39412507560764,0.000521419937850361,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
132,"LOC126281303","uncharacterized LOC126281303","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.87142716163858,0.00145666651263261,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
133,"LOC126282021","uncharacterized LOC126282021","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.60798519197459,0.000514423907081896,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
134,"LOC126282019","uncharacterized LOC126282019","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.86698814085313,0.00579621527347851,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
135,"LOC126282020","uncharacterized LOC126282020","protein_coding","Infection within diet","infection_average_all_diets","Average control",2.01836598781391,0.000478179712948454,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
136,"LOC126281906","prostaglandin reductase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.36787014056714,0.00159105912916498,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
137,"LOC126331858","ankyrin repeat domain-containing protein 29-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.17882856586699,0.049979721158863,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
138,"LOC126356127","cholinesterase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.33543243017089,0.00711594727457627,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
139,"LOC126334779","defensin-1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.64095790346858,0.00295572576381298,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
140,"LOC126334780","defensin-1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.72159643981588,0.00350465834495975,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
141,"LOC126276951","uncharacterized LOC126276951","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.05864634315011,5.32928804763358e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
142,"LOC126279221","small integral membrane protein 14","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.48290731615592,3.44800498465796e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
143,"LOC126336698","uncharacterized LOC126336698","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.74179023026765,0.00220118114659488,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
144,"LOC126273185","armadillo repeat-containing protein 5-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.27840705869752,0.000111293641876263,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
145,"LOC126353821","potassium voltage-gated channel subfamily KQT member 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.64680463166056,3.15740770889323e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
146,"LOC126278058","short-chain dehydrogenase/reductase family 16C member 6-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.31505110782368,0.00391739971702264,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
147,"LOC126336425","uncharacterized LOC126336425","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.11067962656607,0.0414726823000259,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
148,"LOC126268728","trypsin-1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.49915168575017,0.000219003993905976,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
149,"LOC126271532","CD63 antigen-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.36004350103879,0.000466938946414764,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
150,"LOC126283962","aquaporin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.7372332455276,2.30465263172788e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
151,"LOC126281581","modular serine protease-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.38290296288135,0.000228543169360127,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
152,"LOC126355040","beta-1,3-glucan-binding protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.52904730809542,0.000167623574568017,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
153,"LOC126354753","proton-coupled amino acid transporter-like protein pathetic","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.34616589500605,0.00048003419321273,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
154,"LOC126295342","uncharacterized LOC126295342","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.19176868297047,0.00462378468504972,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
155,"LOC126353181","uncharacterized LOC126353181","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.19192690461082,0.0431364590281819,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
156,"LOC126361668","sodium/potassium-transporting ATPase subunit alpha","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.215172360387,0.000174130994434421,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
157,"LOC126281276","uncharacterized LOC126281276","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.87867912403332,0.00489747653338383,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
