"canonical_gene_order","gene_id","heatmap_row_order","original_branch","original_pheatmap_cluster_id","original_within_cluster_order","proposed_merged_cluster","Description","gene_biotype","DEG_context","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","n_GO_annotations","n_KEGG_annotations"
98,"LOC126336531",98,"Branch 1",2,98,"DEG cluster 1","proline-rich protein 2-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.84735008544998,0.00846562271945208,2.38841083118019,"1006","Higher than gene mean",0,0
99,"LOC126336529",99,"Branch 1",2,99,"DEG cluster 1","proline-rich protein 2-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.64526112377247,8.4422756920726e-06,2.06140618793575,"1006","Higher than gene mean",0,0
100,"LOC126336539",100,"Branch 1",2,100,"DEG cluster 1","proline-rich protein 2-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",4.67473353426754,1.21682562287698e-07,2.38141322386479,"1006","Higher than gene mean",0,0
101,"LOC126336538",101,"Branch 1",2,101,"DEG cluster 1","proline-rich protein 2-like","protein_coding","Infection + diet",5,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.27373302971053,4.58163863540465e-13,2.14695984021652,"1006","Higher than gene mean",0,0
102,"LOC126336532",102,"Branch 1",2,102,"DEG cluster 1","proline-rich protein 2-like","protein_coding","Infection + diet",4,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.73796593826927,9.75280383810314e-08,2.33854922524835,"1023","Lower than gene mean",0,0
103,"LOC126336533",103,"Branch 1",2,103,"DEG cluster 1","proline-rich protein 2-like","protein_coding","Infection + diet",4,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",4.00875991168389,1.08236097283272e-09,2.4139109340384,"1023","Lower than gene mean",0,0
104,"LOC126336537",104,"Branch 1",2,104,"DEG cluster 1","proline-rich protein 2-like","protein_coding","Infection + diet",4,"control_diet83_vs33; infected_diet33_vs50; infected_diet83_vs33; infection_average_all_diets","Average control; Control diet 33; Infected diet 33",4.11638666938915,0.00329650850431209,2.55681295706329,"1030","Higher than gene mean",0,0
105,"LOC126336534",105,"Branch 1",2,105,"DEG cluster 1","proline-rich protein HaeIII subfamily 1-like","protein_coding","Infection + diet",4,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",5.3478611379732,6.20687681232053e-11,2.36491981811166,"1030","Higher than gene mean",0,0
106,"LOC126336535",106,"Branch 1",2,106,"DEG cluster 1","proline-rich protein 2-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",4.38768362903651,2.45437063022122e-07,2.20490803586687,"1006","Higher than gene mean",0,0
107,"LOC126284269",107,"Branch 1",2,107,"DEG cluster 1","uncharacterized LOC126284269","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.31731744929425,1.77969913773755e-06,3.29263666366151,"1016","Lower than gene mean",0,0
108,"LOC126353947",108,"Branch 1",2,108,"DEG cluster 1","uncharacterized LOC126353947","lncRNA","Infection within diet",1,"infection_diet50","Control diet 50",1.06922981374326,0.00468917018882596,2.91158403456883,"1014","Lower than gene mean",0,0
109,"LOC126282456",109,"Branch 1",2,109,"DEG cluster 1","uncharacterized LOC126282456","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",3.26262946562077,4.1835415733483e-07,2.15378656448819,"1006","Higher than gene mean",0,0
110,"LOC126336759",110,"Branch 1",2,110,"DEG cluster 1","ubiquinone biosynthesis O-methyltransferase, mitochondrial-like","protein_coding","Infection within diet",1,"infection_diet33","Control diet 33",1.24419566523558,0.00169160710646047,2.55767974675123,"1003","Higher than gene mean",0,0
111,"LOC126272129",111,"Branch 1",2,111,"DEG cluster 1","peroxiredoxin-6-like","protein_coding","Infection within diet",1,"infection_diet33","Control diet 33",1.4841947867042,0.0173241180905586,2.3464857464064,"1006","Higher than gene mean",0,0
112,"LOC126354710",112,"Branch 1",2,112,"DEG cluster 1","rap guanine nucleotide exchange factor 4","protein_coding","Infection within diet",1,"infection_diet33","Control diet 33",1.71031169944208,0.0307667025477734,2.21910136362252,"1020","Higher than gene mean",1,1
113,"LOC126355799",113,"Branch 1",2,113,"DEG cluster 1","facilitated trehalose transporter Tret1-like","protein_coding","Infection within diet",1,"infection_diet33","Control diet 33",1.7276482210576,0.000397354484227428,3.39718835108031,"1009","Higher than gene mean",0,0
114,"LOC126281690",114,"Branch 1",2,114,"DEG cluster 1","TNF receptor-associated factor 3","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.55609751899795,6.47984218548724e-05,2.05749659645368,"1009","Higher than gene mean",1,1
115,"LOC126297976",115,"Branch 1",2,115,"DEG cluster 1","delta(24)-sterol reductase-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.57323232522065,5.55407368426013e-08,2.1752822963921,"1038","Higher than gene mean",0,0
116,"LOC126336646",116,"Branch 1",2,116,"DEG cluster 1","dehydrogenase/reductase SDR family member 11-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.15170639485517,5.03712680493135e-06,2.28301141932904,"1007","Higher than gene mean",0,0
117,"LOC126278916",117,"Branch 1",2,117,"DEG cluster 1","uncharacterized LOC126278916","protein_coding","Infection within diet",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.06639623130061,0.0100501732842261,2.13978784376884,"1023","Lower than gene mean",0,0
118,"LOC126292163",118,"Branch 1",2,118,"DEG cluster 1","uncharacterized LOC126292163","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.31669169751637,7.28705331755986e-06,2.29656083732561,"1039","Lower than gene mean",0,0
119,"LOC126353948",119,"Branch 1",2,119,"DEG cluster 1","uncharacterized LOC126353948","lncRNA","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.82141398948154,0.000239974935948509,2.02288057822617,"1034","Higher than gene mean",0,0
120,"LOC126355466",120,"Branch 1",2,120,"DEG cluster 1","uncharacterized LOC126355466","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.14526644957224,2.45319394199616e-05,2.27468889050317,"1009","Higher than gene mean",0,0
121,"LOC126291783",121,"Branch 1",2,121,"DEG cluster 1","retinol-binding protein pinta-like","protein_coding","Infection within diet",1,"infection_diet33","Control diet 33",1.03525148724627,0.035792882726842,2.40788770017681,"1002","Higher than gene mean",0,0
122,"LOC126336124",122,"Branch 1",2,122,"DEG cluster 1","uncharacterized LOC126336124","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.35119738571096,7.97639953107252e-07,1.91868039811025,"1002","Higher than gene mean",0,0
123,"LOC126272126",123,"Branch 1",2,123,"DEG cluster 1","peroxiredoxin-6-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.58833174531595,4.51405852463155e-08,2.68578410261614,"1023","Lower than gene mean",0,0
124,"LOC126281835",124,"Branch 1",2,124,"DEG cluster 1","uncharacterized LOC126281835","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.96719737100273,1.46182070185418e-05,1.95871350014914,"1006","Higher than gene mean",0,0
125,"LOC126332740",125,"Branch 1",2,125,"DEG cluster 1","juvenile hormone esterase-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.86078210608062,7.50408912273652e-06,2.85292128642586,"1032","Higher than gene mean",0,0
126,"LOC126335106",126,"Branch 1",2,126,"DEG cluster 1","sodium-coupled monocarboxylate transporter 1-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.27972164533232,0.00108829344387997,2.96351351724309,"1023","Lower than gene mean",0,0
127,"LOC126352026",127,"Branch 1",2,127,"DEG cluster 1","uncharacterized LOC126352026","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.40504614456754,2.44620929640131e-05,2.25130521502105,"1002","Higher than gene mean",0,0
128,"LOC126271851",128,"Branch 1",2,128,"DEG cluster 1","uncharacterized LOC126271851","lncRNA","Infection within diet",1,"infection_diet33","Control diet 33",1.01077759667962,0.00446321006936287,2.88466496994836,"1002","Higher than gene mean",0,0
129,"LOC126336511",129,"Branch 1",2,129,"DEG cluster 1","uncharacterized LOC126336511","lncRNA","Infection within diet",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.2509399650033,0.00610063145340299,2.40743025627903,"1002","Higher than gene mean",0,0
130,"LOC126354068",130,"Branch 1",2,130,"DEG cluster 1","cholinesterase-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.2781198913129,9.64249066847004e-06,1.91195027140739,"1031","Lower than gene mean",0,0
131,"LOC126282017",131,"Branch 1",2,131,"DEG cluster 1","uncharacterized LOC126282017","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.39412507560764,0.000521419937850361,2.83934545318452,"1006","Higher than gene mean",0,0
132,"LOC126281303",132,"Branch 1",2,132,"DEG cluster 1","uncharacterized LOC126281303","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",1.87142716163858,0.00145666651263261,2.44516838693423,"1023","Lower than gene mean",0,0
133,"LOC126282021",133,"Branch 1",2,133,"DEG cluster 1","uncharacterized LOC126282021","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.60798519197459,0.000514423907081896,2.40832440170663,"1006","Higher than gene mean",0,0
134,"LOC126282019",134,"Branch 1",2,134,"DEG cluster 1","uncharacterized LOC126282019","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.86698814085313,0.00579621527347851,3.60214497957625,"1006","Higher than gene mean",0,0
135,"LOC126282020",135,"Branch 1",2,135,"DEG cluster 1","uncharacterized LOC126282020","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",2.01836598781391,0.000478179712948454,2.22231516244952,"1035","Higher than gene mean",0,0
136,"LOC126281906",136,"Branch 1",2,136,"DEG cluster 1","prostaglandin reductase 1-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.36787014056714,0.00159105912916498,2.04266027953223,"1006","Higher than gene mean",0,0
137,"LOC126331858",137,"Branch 1",2,137,"DEG cluster 1","ankyrin repeat domain-containing protein 29-like","protein_coding","Infection within diet",1,"infection_diet33","Control diet 33",1.17882856586699,0.049979721158863,2.51589146403954,"1006","Higher than gene mean",0,0
138,"LOC126356127",138,"Branch 1",2,138,"DEG cluster 1","cholinesterase-like","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",1.33543243017089,0.00711594727457627,2.12877362518928,"1002","Higher than gene mean",0,0
139,"LOC126334779",139,"Branch 1",2,139,"DEG cluster 1","defensin-1-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.64095790346858,0.00295572576381298,2.28627814036365,"1049","Lower than gene mean",1,1
140,"LOC126334780",140,"Branch 1",2,140,"DEG cluster 1","defensin-1-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.72159643981588,0.00350465834495975,1.86244755468573,"1057","Lower than gene mean",1,1
141,"LOC126276951",141,"Branch 1",2,141,"DEG cluster 1","uncharacterized LOC126276951","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.05864634315011,5.32928804763358e-06,2.06938450104012,"1006","Higher than gene mean",0,0
142,"LOC126279221",142,"Branch 1",2,142,"DEG cluster 1","small integral membrane protein 14","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.48290731615592,3.44800498465796e-06,1.88148426161033,"1005","Higher than gene mean",0,0
143,"LOC126336698",143,"Branch 1",2,143,"DEG cluster 1","uncharacterized LOC126336698","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.74179023026765,0.00220118114659488,1.9541359446224,"1058","Lower than gene mean",0,0
144,"LOC126273185",144,"Branch 1",2,144,"DEG cluster 1","armadillo repeat-containing protein 5-like","protein_coding","Infection within diet",1,"infection_diet50","Control diet 50",1.27840705869752,0.000111293641876263,2.14975117515122,"1034","Higher than gene mean",1,1
